slno,idx,audio_filepath,person,sex,start_sample,end_sample,start_second,end_second,duration_second,vowel_type
120,57373,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MGES0/SI851.WAV,MGES0,M,18478,19801,1.154875,1.2375625,0.0826875,iy
121,31283,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MKAH0/SI1528.WAV,MKAH0,M,23812,24731,1.48825,1.5456875,0.0574375,iy
122,63402,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MABC0/SX151.WAV,MABC0,M,5026,5880,0.314125,0.3675,0.053375,iy
123,73857,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MRPC1/SA2.WAV,MRPC1,M,19592,20520,1.2245,1.2825,0.058,iy
124,23874,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MMRP0/SA2.WAV,MMRP0,M,43639,44725,2.7274375,2.7953125,0.067875,iy
125,51294,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MRAB1/SA2.WAV,MRAB1,M,10538,12360,0.658625,0.7725,0.113875,iy
126,19399,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MTWH0/SA1.WAV,MTWH0,M,4106,5000,0.256625,0.3125,0.055875,iy
127,24711,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MRSO0/SA2.WAV,MRSO0,M,13760,17664,0.86,1.104,0.244,iy
128,76908,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MCXM0/SI1351.WAV,MCXM0,M,31791,32584,1.9869375,2.0365,0.0495625,iy
129,10039,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MDLS0/SX368.WAV,MDLS0,M,38099,39143,2.3811875,2.4464375,0.06525,iy
130,6068,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MJES0/SX304.WAV,MJES0,M,3840,4920,0.24,0.3075,0.0675,iy
131,20410,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/MJTC0/SX380.WAV,MJTC0,M,14920,16440,0.9325,1.0275,0.095,iy
132,44272,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MWGR0/SI2236.WAV,MWGR0,M,15052,17106,0.94075,1.069125,0.128375,iy
133,10857,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MLLL0/SI733.WAV,MLLL0,M,32250,33400,2.015625,2.0875,0.071875,iy
134,32052,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MMDS0/SI713.WAV,MMDS0,M,12573,13345,0.7858125,0.8340625,0.04825,iy
135,3925,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MRCZ0/SI2171.WAV,MRCZ0,M,17063,18450,1.0664375,1.153125,0.0866875,iy
136,40816,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MJKR0/SI1201.WAV,MJKR0,M,11080,12490,0.6925,0.780625,0.088125,iy
137,19167,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MRMS1/SI1487.WAV,MRMS1,M,2860,5330,0.17875,0.333125,0.154375,iy
138,34800,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MWSB0/SI1626.WAV,MWSB0,M,17560,18840,1.0975,1.1775,0.08,iy
139,65962,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MTXS0/SA2.WAV,MTXS0,M,12080,13796,0.755,0.86225,0.10725,iy
140,57045,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MEGJ0/SX167.WAV,MEGJ0,M,37520,39160,2.345,2.4475,0.1025,iy
141,63768,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MCAE0/SI2077.WAV,MCAE0,M,5681,7477,0.3550625,0.4673125,0.11225,iy
142,61111,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MVLO0/SA1.WAV,MVLO0,M,26610,28156,1.663125,1.75975,0.096625,iy
143,25208,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MTRR0/SA2.WAV,MTRR0,M,18288,19249,1.143,1.2030625,0.0600625,iy
144,63688,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MBMA1/SX324.WAV,MBMA1,M,32439,34551,2.0274375,2.1594375,0.132,iy
145,30796,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MJMA0/SI1495.WAV,MJMA0,M,36414,37640,2.275875,2.3525,0.076625,iy
146,748,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/MREB0/SA1.WAV,MREB0,M,31248,32299,1.953,2.0186875,0.0656875,iy
147,15155,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MSFH1/SA2.WAV,MSFH1,M,9315,10736,0.5821875,0.671,0.0888125,iy
148,4124,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MTAS1/SA1.WAV,MTAS1,M,25910,27170,1.619375,1.698125,0.07875,iy
149,29554,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MDPS0/SI719.WAV,MDPS0,M,25265,26819,1.5790625,1.6761875,0.097125,iy
150,5450,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MCTW0/SX293.WAV,MCTW0,M,3801,4931,0.2375625,0.3081875,0.070625,iy
151,32432,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MPPC0/SI782.WAV,MPPC0,M,9120,10455,0.57,0.6534375,0.0834375,iy
152,52313,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MSTF0/SA1.WAV,MSTF0,M,3870,4840,0.241875,0.3025,0.060625,iy
153,38220,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MCDC0/SA1.WAV,MCDC0,M,4390,6057,0.274375,0.3785625,0.1041875,iy
154,19290,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/MRPC0/SA2.WAV,MRPC0,M,10402,11640,0.650125,0.7275,0.077375,iy
155,49050,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MJPM1/SI2280.WAV,MJPM1,M,4678,6310,0.292375,0.394375,0.102,iy
156,46285,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MAEB0/SA2.WAV,MAEB0,M,16960,18005,1.06,1.1253125,0.0653125,iy
157,20293,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/MJTC0/SA1.WAV,MJTC0,M,32570,33712,2.035625,2.107,0.071375,iy
158,40299,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MHMR0/SA1.WAV,MHMR0,M,4040,4971,0.2525,0.3106875,0.0581875,iy
159,31267,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MKAH0/SA2.WAV,MKAH0,M,9800,10778,0.6125,0.673625,0.061125,iy
160,58733,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MMCC0/SA2.WAV,MMCC0,M,20595,21765,1.2871875,1.3603125,0.073125,iy
161,2529,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MBJK0/SA2.WAV,MBJK0,M,27070,28365,1.691875,1.7728125,0.0809375,iy
162,50925,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MPEB0/SA2.WAV,MPEB0,M,10152,11571,0.6345,0.7231875,0.0886875,iy
163,50877,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MNET0/SX366.WAV,MNET0,M,10126,12040,0.632875,0.7525,0.119625,iy
164,65724,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MSVS0/SI2198.WAV,MSVS0,M,35926,37240,2.245375,2.3275,0.082125,iy
165,34692,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MTJG0/SX170.WAV,MTJG0,M,10600,11860,0.6625,0.74125,0.07875,iy
166,10876,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/MLLL0/SX13.WAV,MLLL0,M,6600,7640,0.4125,0.4775,0.065,iy
167,60497,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MSEM1/SI2070.WAV,MSEM1,M,18631,20428,1.1644375,1.27675,0.1123125,iy
168,31258,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MKAH0/SA1.WAV,MKAH0,M,26880,27864,1.68,1.7415,0.0615,iy
169,6652,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR3/MLNT0/SX12.WAV,MLNT0,M,32200,33400,2.0125,2.0875,0.075,iy
170,78120,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/MRRE0/SA1.WAV,MRRE0,M,36880,38349,2.305,2.3968125,0.0918125,iy
171,41100,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MJRH1/SX244.WAV,MJRH1,M,33838,36135,2.114875,2.2584375,0.1435625,iy
172,32262,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MMXS0/SA2.WAV,MMXS0,M,17712,18730,1.107,1.170625,0.063625,iy
173,32668,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MRAB0/SA2.WAV,MRAB0,M,21347,22684,1.3341875,1.41775,0.0835625,iy
174,49795,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MLBC0/SA2.WAV,MLBC0,M,24176,25190,1.511,1.574375,0.063375,iy
175,74685,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTLC0/SA1.WAV,MTLC0,M,24986,26220,1.561625,1.63875,0.077125,iy
176,56848,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MDWH0/SA1.WAV,MDWH0,M,33618,34913,2.101125,2.1820625,0.0809375,iy
177,52573,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MTQC0/SA2.WAV,MTQC0,M,13520,15280,0.845,0.955,0.11,iy
178,2803,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/MCEM0/SI2028.WAV,MCEM0,M,2680,3880,0.1675,0.2425,0.075,iy
179,13547,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/MCRC0/SA2.WAV,MCRC0,M,14913,15707,0.9320625,0.9816875,0.049625,iy
180,40360,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MHMR0/SI489.WAV,MHMR0,M,14120,15880,0.8825,0.9925,0.11,iy
181,22758,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MDAC0/SA2.WAV,MDAC0,M,19091,20010,1.1931875,1.250625,0.0574375,iy
182,75035,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MTMN0/SX344.WAV,MTMN0,M,14260,16295,0.89125,1.0184375,0.1271875,iy
183,70988,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MGAK0/SA2.WAV,MGAK0,M,8964,9800,0.56025,0.6125,0.05225,iy
184,16573,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/MRJS0/SX184.WAV,MRJS0,M,18798,19860,1.174875,1.24125,0.066375,iy
185,56267,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MCHL0/SI1347.WAV,MCHL0,M,41200,43800,2.575,2.7375,0.1625,iy
186,22815,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MDAC0/SX181.WAV,MDAC0,M,59320,60360,3.7075,3.7725,0.065,iy
187,24973,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/MTJS0/SI1822.WAV,MTJS0,M,6920,8355,0.4325,0.5221875,0.0896875,iy
188,68480,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/MADD0/SX88.WAV,MADD0,M,48400,49960,3.025,3.1225,0.0975,iy
189,64710,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MMDB0/SA2.WAV,MMDB0,M,15816,16543,0.9885,1.0339375,0.0454375,iy
190,52455,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MTAS0/SA2.WAV,MTAS0,M,8647,9357,0.5404375,0.5848125,0.044375,iy
191,29642,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MDSS0/SA2.WAV,MDSS0,M,21556,22600,1.34725,1.4125,0.06525,iy
192,57914,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/MJDM0/SX260.WAV,MJDM0,M,44825,45960,2.8015625,2.8725,0.0709375,iy
193,31334,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MKAH0/SX268.WAV,MKAH0,M,24320,25448,1.52,1.5905,0.0705,iy
194,30060,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MHRM0/SX148.WAV,MHRM0,M,8123,9052,0.5076875,0.56575,0.0580625,iy
195,64104,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/MEJL0/SA2.WAV,MEJL0,M,16710,17671,1.044375,1.1044375,0.0600625,iy
196,43455,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/MTJM0/SX236.WAV,MTJM0,M,29160,30370,1.8225,1.898125,0.075625,iy
197,50561,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MMDM0/SA2.WAV,MMDM0,M,22642,23895,1.415125,1.4934375,0.0783125,iy
198,31907,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/MMAG0/SI1756.WAV,MMAG0,M,2757,4600,0.1723125,0.2875,0.1151875,iy
199,50081,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/MLJC0/SI1855.WAV,MLJC0,M,3000,4200,0.1875,0.2625,0.075,iy
200,9265,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FMCM0/SI550.WAV,FMCM0,F,19843,20553,1.2401875,1.2845625,0.044375,iy
201,35760,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FGCS0/SA1.WAV,FGCS0,F,27779,28574,1.7361875,1.785875,0.0496875,iy
202,28302,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FTMG0/SA2.WAV,FTMG0,F,16125,17295,1.0078125,1.0809375,0.073125,iy
203,21356,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FECD0/SX338.WAV,FECD0,F,15400,16584,0.9625,1.0365,0.074,iy
204,27151,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FLMC0/SA1.WAV,FLMC0,F,28900,30161,1.80625,1.8850625,0.0788125,iy
205,17380,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR7/FMML0/SX410.WAV,FMML0,F,23849,24952,1.4905625,1.5595,0.0689375,iy
206,55128,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FSAG0/SI1953.WAV,FSAG0,F,13494,15000,0.843375,0.9375,0.094125,iy
207,46114,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FSAK0/SX310.WAV,FSAK0,F,28960,29840,1.81,1.865,0.055,iy
208,26420,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FDXW0/SA1.WAV,FDXW0,F,21670,22730,1.354375,1.420625,0.06625,iy
209,63169,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FSGF0/SI927.WAV,FSGF0,F,40626,41560,2.539125,2.5975,0.058375,iy
210,36577,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FLTM0/SX350.WAV,FLTM0,F,4642,6516,0.290125,0.40725,0.117125,iy
211,62281,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FKLC1/SI2308.WAV,FKLC1,F,17790,18840,1.111875,1.1775,0.065625,iy
212,45386,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FJXP0/SX42.WAV,FJXP0,F,30226,31720,1.889125,1.9825,0.093375,iy
213,52938,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FBJL0/SA1.WAV,FBJL0,F,5100,6719,0.31875,0.4199375,0.1011875,iy
214,54982,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FPMY0/SA2.WAV,FPMY0,F,23561,24772,1.4725625,1.54825,0.0756875,iy
215,9087,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FMAF0/SA1.WAV,FMAF0,F,28626,30070,1.789125,1.879375,0.09025,iy
216,66520,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FJEN0/SX327.WAV,FJEN0,F,11500,14788,0.71875,0.92425,0.2055,iy
217,21799,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SI747.WAV,FMEM0,F,8062,8600,0.503875,0.5375,0.033625,iy
218,12812,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FMAH0/SI1919.WAV,FMAH0,F,5400,6200,0.3375,0.3875,0.05,iy
219,66220,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR7/FCJS0/SI1607.WAV,FCJS0,F,2750,3866,0.171875,0.241625,0.06975,iy
220,35468,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FDFB0/SX238.WAV,FDFB0,F,13360,15039,0.835,0.9399375,0.1049375,iy
221,45666,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FLHD0/SI1827.WAV,FLHD0,F,5450,7561,0.340625,0.4725625,0.1319375,iy
222,12615,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJCS0/SX319.WAV,FJCS0,F,18297,20093,1.1435625,1.2558125,0.11225,iy
223,8130,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FCRH0/SI1718.WAV,FCRH0,F,15320,16760,0.9575,1.0475,0.09,iy
224,45324,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR4/FJXP0/SI492.WAV,FJXP0,F,6224,7812,0.389,0.48825,0.09925,iy
225,15402,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR6/FLNH0/SA1.WAV,FLNH0,F,27613,28365,1.7258125,1.7728125,0.047,iy
226,26596,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FEAC0/SI615.WAV,FEAC0,F,55080,56280,3.4425,3.5175,0.075,iy
227,1994,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR2/FJWB0/SX365.WAV,FJWB0,F,44284,46198,2.76775,2.887375,0.119625,iy
228,26590,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FEAC0/SI615.WAV,FEAC0,F,33089,35091,2.0680625,2.1931875,0.125125,iy
229,62733,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR6/FRJB0/SA1.WAV,FRJB0,F,27697,28783,1.7310625,1.7989375,0.067875,iy
230,75794,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR8/FCEG0/SA2.WAV,FCEG0,F,9357,10110,0.5848125,0.631875,0.0470625,iy
231,65,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR1/FAKS0/SX133.WAV,FAKS0,F,9390,10819,0.586875,0.6761875,0.0893125,iy
232,12723,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FJSA0/SX119.WAV,FJSA0,F,15480,16280,0.9675,1.0175,0.05,iy
233,12184,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FGMD0/SI1943.WAV,FGMD0,F,11237,14884,0.7023125,0.93025,0.2279375,iy
234,19686,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR8/FJSJ0/SI2114.WAV,FJSJ0,F,8470,9811,0.529375,0.6131875,0.0838125,iy
235,26545,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR2/FEAC0/SA1.WAV,FEAC0,F,29320,30280,1.8325,1.8925,0.06,iy
236,13037,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR5/FUTB0/SA1.WAV,FUTB0,F,38280,39519,2.3925,2.4699375,0.0774375,iy
237,9408,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TEST/DR4/FNMR0/SX139.WAV,FNMR0,F,22140,23190,1.38375,1.449375,0.065625,iy
238,36263,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR3/FLAC0/SA2.WAV,FLAC0,F,23519,24772,1.4699375,1.54825,0.0783125,iy
239,21854,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR1/FMEM0/SX333.WAV,FMEM0,F,63917,64878,3.9948125,4.054875,0.0600625,iy
240,53654,/home/jeevan/datasets/TIMIT Acoustic-Phonetic Continuous Speech Corpus (LDC93S1)/TIMIT/TRAIN/DR5/FEAR0/SX262.WAV,FEAR0,F,5597,6642,0.3498125,0.415125,0.0653125,iy
